과목명,교수명,개설학과전공,이수구분,영역,캠퍼스,수업유형,출결,시험,과제,조모임,성적,강의 시간,강의력,평점,전체 벡터
C-드라마 중국어,김미라,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
프랑스어로 떠나는 여행,신티아 로랭,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
공통 베트남어,임도연,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[0, 0, 0, 1, 0]",0.4,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
스페인 문화의 이해,김나현,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
K-컬처 중국어,강선화,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,0.5,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
독일어로 떠나는 문화여행,권상희,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.3,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.6]"
대중문화로 배우는 프랑스어,이명은,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
일본어로 떠나는 문화여행,네고로 유키,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
영상으로 배우는 일본,조국,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.5, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
베트남어로 떠나는 문화여행,김종욱,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,1,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
실생활 독일어,임병화,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
실생활 프랑스어,신티아 로랭,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
실생활 일본어,네고로 유키,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
실생활 중국어,리우 나,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
실생활 스페인어,전수진,창의융합학부,공통교양,제2외국어,"[1, 0]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
실생활 러시아어,남서영,창의융합학부,공통교양,제2외국어,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
공통 개인정보보호와 보안윤리,최주원,창의융합학부,공통교양,SW문해,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
공통 스마트 IT 기술의 현재와 미래,최주원,창의융합학부,공통교양,SW문해,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
컴퓨팅적 사고,문혜영,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
실습으로 배우는 머신러닝,박성오,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
인문·사회계열 전공생을 위한 Python 입문,윤태진,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,0.5,0.3,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.6]"
AI시대 데이터 윤리,박서현,창의융합학부,공통교양,SW문해,"[0, 1]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0.5,1,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 1.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 0, 0, 1, 1.0]"
메타버스와 디지털 패션의 이해,김서영,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.4, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
AI·디지털리터러시 교육의 이해,노석준,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,1,0.5,"[0, 1, 0, 0]",1,0.5,0.2,"[0.6, 1.0, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 0, 1, 0, 0.4]"
영상매체와 사운드 디자인,강은경,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.2,1,1,"[0, 1, 0, 0]",0,0.5,0.4,"[0.2, 1.0, 1.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
AI와 서비스디자인,김현석,창의융합학부,공통교양,SW문해,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.4, 0.5, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
AI활용 소셜미디어 마케팅,오세정,창의융합학부,공통교양,SW문해,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,0.5,0.3,"[0.6, 1.0, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.6]"
블록체인 경제와 디지털 자산혁명,심선영,창의융합학부,공통교양,경험적수리적추리,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
동∙서 철학의 만남,박준영,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
비판적 사고 기초,배식한,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 1.0]"
한글 맞춤법과 국어 능력,정종수,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
과학기술 사회의 생명윤리,이경희,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
현대인의 정신 건강,이정윤,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
대중 문화 예술 산책,윤상호,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 0.5, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
자존감 수업,이아람,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,1,"[0, 1, 0, 0]",1,1,0.5,"[0.4, 0.5, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
철학으로의 초대,배식한,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 0, 1, 0.8]"
삶과 죽음의 이해,임성훈,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
문화인류학으로 세상보기,김길웅,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
공동체 공유가치의 이해와 실천,김선주,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
뉴스 바로 보기,김진각,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
주제로 읽는 명저: 인문학,안상연,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0.5,"[1, 0, 0, 0]",1,1,0.5,"[0.4, 0.5, 0.5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
기업 사회공헌 활동의 이해와 전망,서경덕,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0.5,"[1, 0, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
포스트휴머니즘의 이해,석기용,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
키워드로 읽는 여성학 Ⅰ,김미덕,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",1,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
키워드로 읽는 여성학 Ⅱ,김미덕,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",1,1,0.4,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
인공지능과 윤리,김도형,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 0]","[0, 0, 0, 0, 1]",0.6,0,0,"[0, 1, 0, 0]",1,0.5,0.4,"[0.6, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
기호논리학 개론,석기용,창의융합학부,핵심교양,인식과가치,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
인문학적 글쓰기,이윤경,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[1, 0, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
철학적 치유와 정신 건강,석기용,창의융합학부,핵심교양,인식과가치,"[1, 0]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
미학의 이해,임성훈,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
영화 스토리텔링의 이해,박소연,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
세계 복식과 패션정보,이정명,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 0.8]"
글로벌 시대와 한국 문학,김혜련,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,1,0.4,"[0.6, 1.0, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
프랑스 문화와 예술,곽민석,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,1,0.4,"[0.4, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
미술로 표현된 신체,임성훈,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
힐링이 있는 클래식 음악,배수영,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
오페라의 이해,오유석,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
"클릭, 생활 속의 현대미술",구진경,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,0.5,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 0, 1, 1.0]"
문학과 시대 읽기,김길웅,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0,0,"[1, 0, 0, 0]",0,0.5,0.4,"[0.4, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
서양 음악의 이해,이혜진,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 1.0, 0, 0, 0, 0, 1, 0.8]"
주제로 읽는 명저: 문화예술,오세준,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",1,1,0,"[0, 1, 0, 0]",1,0.5,0.3,"[1.0, 1.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 3, 1, 0, 0.6]"
무용과 인간,박현숙,창의융합학부,핵심교양,문학과예술,"[0, 1]","[0, 0, 3]","[0, 0, 1, 0, 0]",0.4,0.5,0.5,"[0, 0, 1, 0]",0,1,0.5,"[0.4, 0.5, 0.5, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
영화 예술 입문,박상우,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,0.5,0.5,"[0.4, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 1.0]"
신화와 함께하는 삶,김나영,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,0.5,0.4,"[0.6, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
동양미학의 이해,한경애,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.4,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 0.8]"
동아시아 문학의 비교,송향경,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.4, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
조선 문인들이 사랑한 나의 집,강혜선,창의융합학부,핵심교양,문학과예술,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",1,0.5,0,"[0, 1, 0, 0]",0,1,0.4,"[1.0, 0.5, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 0.8]"
전쟁사,나익성,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0.5,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
세계문화유산으로 보는 한국의 역사와 문화,강호선,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
동아시아의 역사와 문화,이유진,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
과학기술사,김현준,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 3]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.3,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 0.6]"
문화와 일상으로 본 서양사,오경환,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 0, 1, 0, 0.8]"
동양 고전의 산책,김용재,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,0.5,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 0.5, 0, 0, 0, 0, 1, 1.0]"
테마로 보는 전통문화,조순자,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[1, 0, 0, 0]",1,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
한국사 입문,전세영,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 3, 1, 0, 1.0]"
미디어로 일본 문화 읽기,유양근,창의융합학부,핵심교양,역사의해석,"[0, 1]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0.6, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1.0, 1.0, 0, 0, 3, 0, 1, 1.0]"
역사와 현실,홍석률,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0,1,0.5,"[0.6, 0.5, 0.0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 1.0, 0, 0, 0, 1, 0, 1.0]"
문화콘텐츠 도시의 이해와 전망,서경덕,창의융합학부,핵심교양,역사의해석,"[1, 0]","[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0.5,"[0, 1, 0, 0]",0,0.5,0.4,"[0.6, 0.0, 0.5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5, 0, 0, 3, 1, 0, 0.8]"
